Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 9, 15, 20, 36)",Heart Rate,0,0,0,0,0,90
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 19, 15, 20, 38)",Wellness,0,0,182,81,24,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 1, 13, 15, 20, 38)",Heart Rate,0,0,0,0,0,71
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 7, 15, 20, 39)",BloodPressure,133,97,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 9, 15, 20, 49)",Wellness,0,0,162,113,43,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 20, 49)",BloodPressure,120,85,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 4, 3, 15, 20, 51)",BloodPressure,103,90,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 20, 56)",Wellness,0,0,179,85,27,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 9, 15, 20, 56)",Heart Rate,0,0,0,0,0,87
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 4, 12, 15, 21, 2)",Heart Rate,0,0,0,0,0,76
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 12, 15, 21, 3)",Wellness,0,0,151,68,30,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 1, 19, 15, 21, 12)",BloodPressure,134,99,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 29, 15, 21, 13)",BloodPressure,139,72,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 21, 15, 21, 14)",Wellness,0,0,166,138,50,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 24, 15, 21, 17)",Wellness,0,0,167,85,30,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 1, 17, 15, 21, 19)",Wellness,0,0,179,117,37,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 4, 11, 15, 21, 23)",Wellness,0,0,173,71,24,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 4, 14, 15, 21, 24)",Wellness,0,0,199,92,23,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 1, 15, 21, 26)",Heart Rate,0,0,0,0,0,61
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 1, 24, 15, 21, 28)",BloodPressure,139,78,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 3, 15, 21, 29)",Heart Rate,0,0,0,0,0,66
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 10, 15, 21, 33)",Heart Rate,0,0,0,0,0,68
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 26, 15, 21, 34)",Heart Rate,0,0,0,0,0,95
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 12, 15, 21, 34)",Wellness,0,0,154,129,54,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 4, 7, 15, 21, 39)",Wellness,0,0,157,63,26,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 24, 15, 21, 39)",Wellness,0,0,184,81,24,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 21, 40)",BloodPressure,110,86,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 26, 15, 21, 41)",Wellness,0,0,188,65,18,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 23, 15, 21, 42)",Heart Rate,0,0,0,0,0,72
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 4, 15, 21, 45)",Heart Rate,0,0,0,0,0,70
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 1, 10, 15, 21, 45)",BloodPressure,122,99,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 22, 15, 21, 50)",BloodPressure,100,81,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 17, 15, 21, 52)",BloodPressure,116,85,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 1, 26, 15, 21, 54)",Heart Rate,0,0,0,0,0,94
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 19, 15, 21, 56)",BloodPressure,109,96,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 2, 15, 21, 56)",BloodPressure,128,76,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 19, 15, 21, 57)",Wellness,0,0,175,89,29,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 25, 15, 21, 57)",Wellness,0,0,175,117,38,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 22, 6)",Heart Rate,0,0,0,0,0,96
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 6, 15, 22, 7)",Wellness,0,0,200,130,33,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 1, 26, 15, 22, 7)",Wellness,0,0,151,114,50,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 9, 15, 22, 9)",Wellness,0,0,173,77,26,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 19, 15, 22, 13)",BloodPressure,125,97,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 2, 15, 22, 21)",Heart Rate,0,0,0,0,0,63
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 4, 4, 15, 22, 22)",Wellness,0,0,167,47,17,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 7, 15, 22, 23)",BloodPressure,121,62,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 1, 11, 15, 22, 28)",BloodPressure,118,87,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 4, 12, 15, 22, 29)",Wellness,0,0,161,73,28,0
