Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 2)",BloodPressure,131,97,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 4)",Wellness,0,0,159,113,45,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 4)",BloodPressure,140,100,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 5)",Wellness,0,0,198,113,29,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 9)",Wellness,0,0,190,81,22,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 10)",Wellness,0,0,182,67,20,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 11)",BloodPressure,104,94,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 11)",Heart Rate,0,0,0,0,0,65
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 19)",BloodPressure,107,89,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 19)",BloodPressure,118,73,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 22)",Wellness,0,0,198,50,13,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 28)",Heart Rate,0,0,0,0,0,93
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 29)",Wellness,0,0,185,56,16,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 32)",BloodPressure,109,73,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 34)",BloodPressure,125,91,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 35)",Wellness,0,0,198,104,27,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 40)",Heart Rate,0,0,0,0,0,73
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 43)",Heart Rate,0,0,0,0,0,94
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 44)",Wellness,0,0,187,77,22,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 50)",Wellness,0,0,190,61,17,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 52)",Wellness,0,0,192,137,37,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 53)",Heart Rate,0,0,0,0,0,83
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 53)",Wellness,0,0,183,123,37,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 53)",BloodPressure,102,95,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 56)",BloodPressure,102,75,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 57)",Heart Rate,0,0,0,0,0,71
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 58)",BloodPressure,119,62,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 10, 59)",Heart Rate,0,0,0,0,0,93
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 2)",Heart Rate,0,0,0,0,0,67
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 2)",Heart Rate,0,0,0,0,0,84
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 5)",Wellness,0,0,167,70,25,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 5)",BloodPressure,140,90,0,0,0,0
William,Stephens,19009991547,"PyQt5.QtCore.QDateTime(2018, 1, 4, 19, 11, 7)",BloodPressure,109,92,0,0,0,0
