Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 8, 15, 20, 36)",BloodPressure,122,73,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 20, 36)",Wellness,0,0,189,102,29,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 27, 15, 20, 40)",Heart Rate,0,0,0,0,0,67
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 28, 15, 20, 41)",Wellness,0,0,171,55,19,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 30, 15, 20, 47)",Heart Rate,0,0,0,0,0,87
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 20, 49)",Wellness,0,0,188,110,31,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 25, 15, 20, 52)",Heart Rate,0,0,0,0,0,65
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 7, 15, 20, 52)",Heart Rate,0,0,0,0,0,80
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 16, 15, 20, 54)",BloodPressure,112,94,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 4, 16, 15, 20, 57)",BloodPressure,102,71,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 29, 15, 20, 59)",Wellness,0,0,178,106,33,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 4, 14, 15, 21, 3)",Wellness,0,0,189,118,33,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 27, 15, 21, 3)",Wellness,0,0,190,89,25,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 14, 15, 21, 6)",Wellness,0,0,177,132,42,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 28, 15, 21, 7)",Wellness,0,0,150,68,30,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 16, 15, 21, 8)",Wellness,0,0,178,105,33,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 4, 9, 15, 21, 12)",Wellness,0,0,184,111,33,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 31, 15, 21, 18)",Heart Rate,0,0,0,0,0,97
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 28, 15, 21, 19)",BloodPressure,106,80,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 20, 15, 21, 23)",Wellness,0,0,173,75,25,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 25, 15, 21, 25)",BloodPressure,128,98,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 15, 15, 21, 26)",Wellness,0,0,173,126,42,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 21, 27)",Heart Rate,0,0,0,0,0,65
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 21, 33)",Heart Rate,0,0,0,0,0,61
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 2, 6, 15, 21, 37)",Heart Rate,0,0,0,0,0,82
