Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 20, 42)",Heart Rate,0,0,0,0,0,78
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 2, 23, 15, 20, 45)",Wellness,0,0,165,133,49,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 1, 23, 15, 20, 47)",Heart Rate,0,0,0,0,0,93
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 20, 49)",BloodPressure,105,69,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 4, 13, 15, 20, 52)",BloodPressure,129,84,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 3, 8, 15, 20, 53)",BloodPressure,123,100,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 3, 19, 15, 20, 59)",Wellness,0,0,172,134,45,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 1, 9, 15, 21)",Wellness,0,0,157,65,26,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 2, 12, 15, 21)",Heart Rate,0,0,0,0,0,60
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 3, 31, 15, 21, 1)",Heart Rate,0,0,0,0,0,84
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 2, 4, 15, 21, 1)",Wellness,0,0,184,123,36,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 21, 2)",BloodPressure,127,71,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 1, 27, 15, 21, 4)",Heart Rate,0,0,0,0,0,95
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 2, 12, 15, 21, 4)",BloodPressure,124,72,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 3, 24, 15, 21, 8)",Heart Rate,0,0,0,0,0,67
