Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 19, 15, 20, 37)",BloodPressure,135,99,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 4, 6, 15, 20, 44)",Heart Rate,0,0,0,0,0,63
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 4, 1, 15, 20, 46)",Wellness,0,0,188,128,36,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 20, 47)",BloodPressure,106,83,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 2, 13, 15, 20, 48)",Wellness,0,0,171,100,34,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 20, 50)",BloodPressure,109,80,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 4, 15, 15, 20, 50)",BloodPressure,116,82,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 2, 27, 15, 20, 51)",BloodPressure,122,63,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 2, 8, 15, 20, 52)",Wellness,0,0,150,122,54,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 22, 15, 20, 53)",Heart Rate,0,0,0,0,0,76
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 2, 26, 15, 20, 57)",Wellness,0,0,195,126,33,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 20, 59)",BloodPressure,101,88,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 4, 15, 15, 21)",Wellness,0,0,198,79,20,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 16, 15, 21, 5)",BloodPressure,101,69,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 1, 27, 15, 21, 6)",Heart Rate,0,0,0,0,0,66
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 19, 15, 21, 7)",BloodPressure,123,67,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 24, 15, 21, 8)",Heart Rate,0,0,0,0,0,98
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 16, 15, 21, 13)",Wellness,0,0,161,95,37,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 4, 5, 15, 21, 15)",Heart Rate,0,0,0,0,0,96
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 4, 10, 15, 21, 18)",Wellness,0,0,166,133,48,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 2, 15, 21, 22)",BloodPressure,122,62,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 1, 31, 15, 21, 22)",BloodPressure,111,100,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 2, 2, 15, 21, 23)",Wellness,0,0,195,106,28,0
