Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 4, 19, 26, 5)",Wellness,0,0,193,119,32,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 22, 19, 26, 17)",Heart Rate,0,0,0,0,0,79
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 14, 19, 26, 18)",BloodPressure,116,63,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 9, 19, 26, 19)",Wellness,0,0,155,109,45,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 28, 19, 26, 20)",Heart Rate,0,0,0,0,0,78
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 10, 19, 26, 20)",Heart Rate,0,0,0,0,0,66
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 13, 19, 26, 22)",BloodPressure,105,71,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 21, 19, 26, 24)",Wellness,0,0,199,88,22,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 11, 19, 26, 25)",Wellness,0,0,172,87,29,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 27, 19, 26, 33)",Wellness,0,0,165,89,33,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 7, 19, 26, 37)",Wellness,0,0,150,102,45,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 3, 19, 26, 37)",Heart Rate,0,0,0,0,0,70
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 13, 19, 26, 38)",BloodPressure,134,94,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 15, 19, 26, 39)",Wellness,0,0,168,134,47,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 19, 19, 26, 40)",Wellness,0,0,173,53,18,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 6, 19, 26, 42)",BloodPressure,125,75,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 7, 19, 26, 42)",Wellness,0,0,153,120,51,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 17, 19, 26, 48)",BloodPressure,110,60,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 23, 19, 26, 48)",BloodPressure,113,100,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 15, 19, 26, 50)",BloodPressure,133,96,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 14, 19, 26, 52)",BloodPressure,103,62,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 18, 19, 26, 53)",Heart Rate,0,0,0,0,0,64
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 6, 19, 26, 55)",BloodPressure,117,90,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 15, 19, 27, 1)",Wellness,0,0,160,46,18,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 5, 19, 27, 2)",Wellness,0,0,172,70,24,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 6, 19, 27, 11)",BloodPressure,104,70,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 22, 19, 27, 12)",BloodPressure,125,72,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 20, 19, 27, 12)",BloodPressure,120,79,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 23, 19, 27, 14)",BloodPressure,105,90,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 1, 26, 19, 27, 16)",Wellness,0,0,200,62,16,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 25, 19, 27, 17)",BloodPressure,125,81,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 1, 26, 19, 27, 21)",Wellness,0,0,194,47,12,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 5, 4, 19, 27, 26)",BloodPressure,100,68,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 8, 19, 27, 27)",BloodPressure,127,71,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 28, 19, 27, 27)",Wellness,0,0,168,45,16,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 28, 19, 27, 27)",Heart Rate,0,0,0,0,0,77
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 21, 19, 27, 30)",Heart Rate,0,0,0,0,0,84
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 25, 19, 27, 31)",BloodPressure,127,72,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 19, 19, 27, 34)",BloodPressure,132,68,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 29, 19, 27, 35)",BloodPressure,140,73,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 4, 19, 27, 36)",Heart Rate,0,0,0,0,0,84
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 10, 19, 27, 39)",Wellness,0,0,198,51,13,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 27, 19, 27, 45)",Heart Rate,0,0,0,0,0,75
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 20, 19, 27, 47)",BloodPressure,109,71,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 6, 19, 27, 47)",Wellness,0,0,162,86,33,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 21, 19, 27, 48)",BloodPressure,109,97,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 10, 19, 27, 50)",BloodPressure,136,92,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 20, 19, 27, 51)",Heart Rate,0,0,0,0,0,95
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 25, 19, 27, 52)",BloodPressure,110,76,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 20, 19, 27, 55)",Heart Rate,0,0,0,0,0,69
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 28, 19, 27, 59)",Wellness,0,0,178,132,42,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 10, 19, 28)",BloodPressure,103,60,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 2, 21, 19, 29, 56)",Heart Rate,0,0,0,0,0,79
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 10, 19, 29, 56)",Heart Rate,0,0,0,0,0,98
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 17, 19, 30)",BloodPressure,102,70,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 22, 19, 30, 2)",BloodPressure,115,79,0,0,0,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 18, 19, 30, 6)",Heart Rate,0,0,0,0,0,91
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 1, 29, 19, 30, 10)",Heart Rate,0,0,0,0,0,71
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 15, 19, 30, 14)",Heart Rate,0,0,0,0,0,82
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 17, 19, 30, 17)",Heart Rate,0,0,0,0,0,97
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 2, 19, 30, 18)",Heart Rate,0,0,0,0,0,94
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 4, 20, 19, 30, 18)",Wellness,0,0,174,104,34,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 1, 26, 19, 30, 21)",Wellness,0,0,194,62,16,0
Gabrielle,Ortiz,79825672535,"PyQt5.QtCore.QDateTime(2018, 3, 27, 19, 30, 23)",Heart Rate,0,0,0,0,0,79
