Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 2, 24, 21, 44, 34)",BloodPressure,111,99,0,0,0,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 1, 21, 44, 35)",Heart Rate,0,0,0,0,0,75
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 21, 21, 44, 38)",Wellness,0,0,155,126,52,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 3, 9, 21, 44, 39)",Wellness,0,0,196,94,24,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 1, 23, 21, 44, 44)",BloodPressure,113,83,0,0,0,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 15, 21, 44, 45)",BloodPressure,108,89,0,0,0,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 2, 24, 21, 44, 55)",Heart Rate,0,0,0,0,0,60
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 3, 16, 21, 44, 59)",BloodPressure,138,72,0,0,0,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 2, 16, 21, 44, 59)",Wellness,0,0,193,133,36,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 2, 11, 21, 45)",Heart Rate,0,0,0,0,0,82
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 3, 30, 21, 45, 2)",Heart Rate,0,0,0,0,0,60
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 1, 29, 21, 45, 15)",Heart Rate,0,0,0,0,0,100
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 17, 21, 45, 18)",Heart Rate,0,0,0,0,0,75
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 2, 20, 21, 45, 19)",Heart Rate,0,0,0,0,0,70
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 2, 18, 21, 45, 23)",Wellness,0,0,164,118,44,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 30, 21, 45, 23)",Heart Rate,0,0,0,0,0,91
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 25, 21, 45, 26)",BloodPressure,117,98,0,0,0,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 13, 21, 45, 26)",BloodPressure,103,100,0,0,0,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 17, 21, 45, 26)",Heart Rate,0,0,0,0,0,93
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 9, 21, 45, 28)",BloodPressure,112,83,0,0,0,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 3, 18, 21, 45, 34)",Heart Rate,0,0,0,0,0,80
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 2, 8, 21, 45, 34)",Heart Rate,0,0,0,0,0,90
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 2, 4, 21, 45, 37)",BloodPressure,116,62,0,0,0,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 3, 28, 21, 45, 38)",BloodPressure,139,62,0,0,0,0
Brenda,Hahn,84155833541,"PyQt5.QtCore.QDateTime(2018, 4, 28, 21, 45, 41)",Wellness,0,0,175,114,37,0
