Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 9, 19, 31, 53)",Heart Rate,0,0,0,0,0,70
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 3, 15, 19, 31, 53)",Heart Rate,0,0,0,0,0,73
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 1, 31, 19, 31, 54)",Heart Rate,0,0,0,0,0,88
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 4, 29, 19, 31, 54)",Heart Rate,0,0,0,0,0,70
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 1, 27, 19, 31, 54)",Heart Rate,0,0,0,0,0,83
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 4, 10, 19, 31, 54)",Heart Rate,0,0,0,0,0,71
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 25, 19, 31, 54)",Heart Rate,0,0,0,0,0,60
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 11, 19, 31, 55)",Heart Rate,0,0,0,0,0,83
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 3, 19, 31, 55)",Heart Rate,0,0,0,0,0,84
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 1, 27, 19, 31, 55)",Heart Rate,0,0,0,0,0,65
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 3, 27, 19, 31, 55)",Heart Rate,0,0,0,0,0,65
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 3, 30, 19, 31, 56)",Heart Rate,0,0,0,0,0,68
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 3, 30, 19, 31, 56)",Heart Rate,0,0,0,0,0,93
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 28, 19, 31, 56)",Heart Rate,0,0,0,0,0,92
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 18, 19, 31, 56)",Heart Rate,0,0,0,0,0,70
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 28, 19, 31, 56)",Heart Rate,0,0,0,0,0,75
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 3, 27, 19, 31, 57)",Heart Rate,0,0,0,0,0,87
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 1, 28, 19, 31, 57)",Heart Rate,0,0,0,0,0,82
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 4, 24, 19, 31, 57)",Heart Rate,0,0,0,0,0,87
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 3, 23, 19, 31, 57)",Heart Rate,0,0,0,0,0,77
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 3, 21, 19, 31, 58)",Heart Rate,0,0,0,0,0,67
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 14, 19, 31, 58)",Heart Rate,0,0,0,0,0,84
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 4, 29, 19, 31, 58)",Heart Rate,0,0,0,0,0,70
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 24, 19, 31, 58)",Heart Rate,0,0,0,0,0,94
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 4, 12, 19, 31, 58)",Heart Rate,0,0,0,0,0,69
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 3, 2, 19, 31, 59)",Heart Rate,0,0,0,0,0,64
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 1, 31, 19, 31, 59)",Heart Rate,0,0,0,0,0,64
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 3, 19, 19, 31, 59)",Heart Rate,0,0,0,0,0,95
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 4, 17, 19, 31, 59)",Heart Rate,0,0,0,0,0,65
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 4, 22, 19, 32)",Heart Rate,0,0,0,0,0,68
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 1, 26, 19, 32)",Heart Rate,0,0,0,0,0,67
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 4, 21, 19, 32)",Heart Rate,0,0,0,0,0,99
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 5, 7, 19, 32)",Heart Rate,0,0,0,0,0,76
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 14, 19, 32)",Heart Rate,0,0,0,0,0,63
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 2, 25, 19, 32, 1)",Heart Rate,0,0,0,0,0,85
Erica,Chaney,39252417113,"PyQt5.QtCore.QDateTime(2018, 4, 12, 19, 32, 1)",Heart Rate,0,0,0,0,0,78
